sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
accumulate;2;5;29-06-2022 04:38:29
accumulation;1;5;27-03-2022 00:55:43
accusation;1;5;15-05-2022 01:48:26
accused;1;5;19-02-2022 12:50:57
acid;3;5;17-04-2022 18:01:03
acquisition;1;5;24-05-2022 09:44:52
acre;1;5;27-01-2022 22:12:53
activation;1;5;09-11-2022 17:28:12
activist;1;5;08-10-2022 17:08:49
acute;3;5;12-10-2022 15:56:48
adaptation;1;5;15-03-2022 09:13:05
adhere;2;5;19-06-2022 10:21:00
adjacent;3;5;13-07-2022 02:17:26
adjustment;1;5;18-06-2022 11:17:08
administer;2;5;02-01-2022 23:44:45
administrative;3;5;25-12-2022 04:29:49
administrator;1;5;04-11-2022 18:52:06
admission;1;5;08-05-2022 04:14:49
adolescent;1;5;23-11-2022 23:16:11
adoption;1;5;08-10-2022 09:57:21
adverse;3;5;02-02-2022 17:28:12
advocate;1;5;03-02-2022 08:18:27
advocate;2;5;26-01-2022 17:31:52
aesthetic;3;5;21-08-2022 12:32:00
affection;1;5;03-11-2022 03:07:01
aftermath;1;5;08-04-2022 01:55:47
aggression;1;5;26-10-2022 04:37:02
agricultural;3;5;10-10-2022 07:22:21
aide;1;5;14-05-2022 15:25:00
albeit;9;5;21-04-2022 14:09:46
alert;2;5;20-12-2022 12:27:36
alert;1;5;18-02-2022 06:07:34
alert;3;5;12-01-2022 13:53:13
alien;3;5;24-03-2022 11:16:10
align;2;5;09-12-2022 07:01:42
alignment;1;5;29-12-2022 08:17:09
alike;4;5;23-06-2022 07:35:37
alike;3;5;08-05-2022 02:43:52
allegation;1;5;13-12-2022 02:08:51
allege;2;5;29-06-2022 03:23:41
allegedly;4;5;27-09-2022 05:40:46
alliance;1;5;05-06-2022 09:49:30
allocate;2;5;14-09-2022 00:24:53
allocation;1;5;29-07-2022 16:29:39
allowance;1;5;05-01-2022 19:55:34
ally;1;5;12-06-2022 17:42:28
aluminium;1;5;22-08-2022 18:28:40
amateur;3;5;29-03-2022 15:24:47
amateur;1;5;27-06-2022 07:54:05
ambassador;1;5;06-10-2022 09:49:26
amend;2;5;06-11-2022 00:58:15
amendment;1;5;13-09-2022 07:24:56
amid;5;5;21-06-2022 07:23:04
analogy;1;5;09-05-2022 02:18:01
anchor;1;5;01-03-2022 03:24:48
angel;1;5;06-07-2022 18:05:55
anonymous;3;5;17-10-2022 04:57:42
apparatus;1;5;27-09-2022 01:02:50
appealing;3;5;19-12-2022 19:02:03
appetite;1;5;09-10-2022 07:44:55
applaud;2;5;27-11-2022 05:04:45
applicable;3;5;24-11-2022 16:02:53
appoint;2;5;06-05-2022 10:54:06
appreciation;1;5;30-11-2022 09:24:41
arbitrary;3;5;30-11-2022 00:56:47
architectural;3;5;22-01-2022 06:52:50
archive;1;5;12-07-2022 01:28:20
arena;1;5;13-02-2022 08:39:33
arguably;4;5;29-10-2022 23:35:54
arm;2;5;28-05-2022 03:26:18
array;1;5;10-08-2022 07:45:57
articulate;2;5;06-05-2022 13:05:21
ash;1;5;25-01-2022 06:13:40
aspiration;1;5;26-08-2022 18:02:20
aspire;2;5;06-04-2022 17:24:19
assassination;1;5;24-07-2022 04:34:11
assault;1;5;12-05-2022 19:45:34
assault;2;5;08-10-2022 06:30:05
assemble;2;5;23-04-2022 07:56:02
assembly;1;5;15-12-2022 14:17:19
assert;2;5;11-09-2022 04:46:52
assertion;1;5;10-11-2022 19:22:35
assurance;1;5;10-11-2022 05:18:52
asylum;1;5;23-08-2022 02:03:06
atrocity;1;5;28-11-2022 21:34:13
attain;2;5;28-08-2022 13:40:19
attendance;1;5;08-02-2022 14:03:00
attorney;1;5;11-02-2022 21:22:28
attribute;2;5;27-06-2022 20:48:57
attribute;1;5;22-07-2022 11:59:12
audit;1;5;22-12-2022 16:34:09
authentic;3;5;09-09-2022 04:10:33
authorize;2;5;18-08-2022 21:20:01
auto;1;5;17-04-2022 03:16:20
autonomy;1;5;26-05-2022 09:43:04
availability;1;5;05-08-2022 17:30:17
await;2;5;16-12-2022 01:50:28
backdrop;1;5;03-07-2022 01:43:37
backing;1;5;04-02-2022 23:13:50
backup;1;5;03-07-2022 08:09:46
bail;1;5;08-11-2022 05:51:21
ballot;1;5;15-07-2022 03:35:48
banner;1;5;05-11-2022 10:45:12
bare;3;5;12-12-2022 03:38:18
barrel;1;5;25-10-2022 22:34:24
bass;1;5;27-10-2022 19:56:23
bat;2;5;17-05-2022 08:21:10
battlefield;1;5;04-01-2022 08:40:32
bay;1;5;03-12-2022 18:03:21
beam;1;5;03-12-2022 01:16:35
beast;1;5;24-01-2022 20:12:13
behalf;1;5;13-09-2022 16:25:22
beloved;3;5;24-03-2022 04:35:02
bench;1;5;05-03-2022 00:28:34
benchmark;1;5;04-08-2022 07:11:15
beneath;5;5;04-04-2022 08:40:34
beneficiary;1;5;08-09-2022 16:31:45
betray;2;5;31-08-2022 07:29:35
bind;2;5;04-02-2022 04:17:42
biography;1;5;05-09-2022 03:19:27
bishop;1;5;07-05-2022 00:25:26
bizarre;3;5;07-02-2022 17:27:16
blade;1;5;01-06-2022 06:16:42
blast;1;5;13-04-2022 08:51:07
blast;2;5;19-04-2022 19:12:52
bleed;2;5;17-06-2022 15:34:55
blend;2;5;05-10-2022 12:45:13
blend;1;5;26-01-2022 08:49:28
bless;2;5;28-01-2022 16:36:47
blessing;1;5;03-10-2022 16:40:42
boast;2;5;13-04-2022 02:56:50
bonus;1;5;21-07-2022 11:34:55
boom;1;5;09-06-2022 15:17:36
bounce;2;5;30-06-2022 05:36:53
boundary;1;5;13-06-2022 08:56:19
bow;2;5;24-06-2022 10:06:19
bow;1;5;15-06-2022 07:31:30
breach;1;5;21-03-2022 09:03:35
breach;2;5;06-09-2022 16:45:39
breakdown;1;5;18-09-2022 12:33:44
breakthrough;1;5;07-01-2022 11:36:34
breed;2;5;14-08-2022 16:36:49
breed;1;5;30-09-2022 21:46:01
broadband;1;5;29-08-2022 07:29:58
browser;1;5;10-03-2022 15:52:53
brutal;3;5;16-12-2022 02:55:59
buck;1;5;05-02-2022 19:44:17
buddy;1;5;20-11-2022 05:17:49
buffer;1;5;19-01-2022 04:41:56
bulk;1;5;18-10-2022 05:25:22
burden;1;5;10-02-2022 04:30:29
bureaucracy;1;5;29-05-2022 16:30:27
burial;1;5;04-03-2022 00:51:12
burst;2;5;18-11-2022 16:50:17
cabinet;1;5;07-01-2022 06:20:38
calculation;1;5;19-07-2022 08:31:56
canvas;1;5;17-04-2022 09:52:22
capability;1;5;23-08-2022 15:49:48
capitalism;1;5;04-11-2022 14:23:14
capitalist;3;5;11-12-2022 02:56:20
cargo;1;5;17-01-2022 11:27:08
carriage;1;5;21-02-2022 21:54:13
carve;2;5;11-02-2022 09:42:58
casino;1;5;05-11-2022 18:47:04
casualty;1;5;06-07-2022 14:24:58
catalogue;1;5;24-08-2022 00:31:44
cater;2;5;11-10-2022 15:27:15
cattle;1;5;22-10-2022 14:55:01
caution;1;5;25-08-2022 17:19:51
cautious;3;5;28-12-2022 18:44:21
cease;2;5;01-02-2022 14:42:43
cemetery;1;5;15-11-2022 16:20:34
chamber;1;5;18-08-2022 03:40:06
chaos;1;5;13-06-2022 20:15:11
characterize;2;5;01-12-2022 23:43:34
charm;1;5;26-10-2022 22:29:53
charter;1;5;09-08-2022 17:50:22
chronic;3;5;15-10-2022 16:07:05
chunk;1;5;26-11-2022 09:49:36
circulate;2;5;09-03-2022 13:26:26
circulation;1;5;24-08-2022 17:50:45
citizenship;1;5;24-01-2022 02:30:03
civic;3;5;27-02-2022 14:41:39
civilian;1;5;10-08-2022 23:17:00
civilian;3;5;19-04-2022 18:30:45
clarity;1;5;10-06-2022 03:49:20
clash;1;5;27-07-2022 21:24:10
classification;1;5;15-11-2022 13:14:23
cling;2;5;18-07-2022 00:18:51
clinical;3;5;26-07-2022 17:28:14
closure;1;5;18-01-2022 08:39:20
cluster;1;5;14-11-2022 02:11:24
coalition;1;5;11-12-2022 01:00:57
coastal;3;5;09-05-2022 15:35:53
cocktail;1;5;21-03-2022 20:15:11
cognitive;3;5;18-03-2022 01:22:14
coincide;2;5;10-09-2022 19:15:05
collaborate;2;5;05-06-2022 12:48:19
collaboration;1;5;26-11-2022 19:10:06
collective;3;5;15-08-2022 15:58:43
collision;1;5;01-08-2022 06:13:05
colonial;3;5;04-10-2022 00:02:44
columnist;1;5;27-05-2022 21:54:13
combat;1;5;16-03-2022 21:37:05
combat;2;5;25-07-2022 16:25:03
commence;2;5;09-04-2022 05:31:02
commentary;1;5;23-09-2022 11:57:48
commentator;1;5;02-06-2022 06:58:10
commerce;1;5;07-08-2022 12:36:50
commissioner;1;5;30-08-2022 13:12:42
commodity;1;5;21-09-2022 00:27:31
communist;3;5;29-01-2022 06:21:17
companion;1;5;08-04-2022 19:50:02
comparable;3;5;19-09-2022 04:10:54
compassion;1;5;16-04-2022 20:48:54
compel;2;5;16-04-2022 00:35:37
compelling;3;5;17-11-2022 08:29:22
compensate;2;5;27-02-2022 05:18:53
compensation;1;5;14-08-2022 22:52:48
competence;1;5;06-06-2022 18:34:42
competent;3;5;13-04-2022 04:29:12
compile;2;5;30-01-2022 02:57:40
complement;2;5;28-06-2022 15:36:30
complexity;1;5;06-06-2022 17:17:33
compliance;1;5;07-01-2022 20:45:28
complication;1;5;08-07-2022 07:18:13
comply;2;5;02-05-2022 15:54:37
composition;1;5;17-08-2022 13:49:00
compromise;1;5;27-09-2022 07:56:35
compromise;2;5;28-05-2022 20:24:59
compute;2;5;15-08-2022 11:53:11
conceal;2;5;25-02-2022 07:02:00
concede;2;5;18-12-2022 06:49:17
conceive;2;5;01-05-2022 21:58:29
conception;1;5;15-05-2022 06:23:30
concession;1;5;04-07-2022 11:39:45
condemn;2;5;26-04-2022 16:36:39
confer;2;5;21-07-2022 06:36:32
confession;1;5;13-01-2022 00:43:32
configuration;1;5;17-05-2022 04:06:22
confine;2;5;04-02-2022 08:46:16
confirmation;1;5;18-11-2022 19:56:15
confront;2;5;24-05-2022 11:53:55
confrontation;1;5;08-02-2022 22:16:58
congratulate;2;5;30-05-2022 17:19:35
congregation;1;5;27-09-2022 06:22:41
congressional;3;5;04-06-2022 19:22:59
conquer;2;5;01-07-2022 16:24:44
conscience;1;5;17-12-2022 02:15:22
consciousness;1;5;13-12-2022 23:58:54
consecutive;3;5;03-04-2022 01:42:59
consensus;1;5;27-02-2022 09:17:26
consent;1;5;29-11-2022 01:15:05
consent;2;5;11-07-2022 18:37:59
conserve;2;5;25-09-2022 01:32:12
consistency;1;5;11-03-2022 16:59:25
consolidate;2;5;11-03-2022 23:57:38
constituency;1;5;25-06-2022 09:00:48
constitute;2;5;29-12-2022 14:01:31
constitution;1;5;30-08-2022 13:48:41
constitutional;3;5;22-12-2022 19:08:53
constraint;1;5;22-11-2022 14:12:00
consultation;1;5;07-03-2022 18:23:43
contemplate;2;5;21-10-2022 15:31:41
contempt;1;5;02-08-2022 17:29:31
contend;2;5;30-05-2022 16:20:22
contender;1;5;22-01-2022 03:18:38
content;3;5;31-10-2022 10:02:32
contention;1;5;25-11-2022 13:39:02
continually;4;5;27-02-2022 00:24:31
contractor;1;5;26-07-2022 09:30:41
contradiction;1;5;09-07-2022 12:57:13
contrary;3;5;25-07-2022 22:27:57
contrary;1;5;18-01-2022 01:08:50
contributor;1;5;23-05-2022 06:53:19
conversion;1;5;21-08-2022 19:22:38
convict;2;5;16-04-2022 15:50:11
conviction;1;5;30-11-2022 12:55:56
cooperate;2;5;29-10-2022 18:52:24
cooperative;3;5;08-07-2022 04:32:05
coordinate;2;5;07-07-2022 13:30:06
coordination;1;5;12-05-2022 20:17:06
coordinator;1;5;21-02-2022 10:10:09
cop;1;5;17-06-2022 06:34:53
copper;1;5;04-01-2022 12:41:04
copyright;1;5;20-07-2022 13:15:03
correction;1;5;15-07-2022 16:39:13
correlate;2;5;04-06-2022 06:41:40
correlation;1;5;03-10-2022 03:33:56
correspond;2;5;19-10-2022 17:06:25
correspondence;1;5;04-07-2022 16:47:12
correspondent;1;5;12-12-2022 14:53:01
corresponding;3;5;09-02-2022 03:31:53
corrupt;3;5;05-07-2022 16:10:08
corruption;1;5;20-10-2022 13:57:09
costly;3;5;10-06-2022 04:34:56
councillor;1;5;10-08-2022 17:16:18
counselling;1;5;14-12-2022 03:15:27
counsellor;1;5;17-09-2022 18:45:50
counter (argue against);2;5;16-06-2022 23:19:27
counterpart;1;5;09-01-2022 20:30:17
countless;3;5;12-11-2022 08:41:28
coup;1;5;20-01-2022 14:26:54
courtesy;1;5;28-09-2022 07:47:12
craft;2;5;07-12-2022 20:17:53
crawl;2;5;29-05-2022 06:48:20
creator;1;5;05-01-2022 09:55:56
credibility;1;5;26-01-2022 01:10:34
credible;3;5;25-10-2022 18:58:24
creep;2;5;31-10-2022 12:07:12
critique;1;5;15-05-2022 12:45:33
crown;1;5;04-05-2022 15:48:59
crude;3;5;15-02-2022 10:46:35
crush;2;5;14-02-2022 13:16:36
crystal;1;5;18-07-2022 19:50:58
cult;1;5;03-10-2022 21:01:28
cult;3;5;17-03-2022 10:26:03
cultivate;2;5;02-10-2022 12:20:17
curiosity;1;5;01-11-2022 10:38:57
custody;1;5;28-09-2022 20:09:11
cutting;1;5;05-07-2022 14:10:40
cynical;3;5;09-07-2022 12:57:13
dam;1;5;07-12-2022 03:37:51
damaging;3;5;13-11-2022 04:14:11
dawn;1;5;17-06-2022 16:07:34
debris;1;5;16-05-2022 20:15:17
debut;1;5;28-01-2022 14:37:45
making;1;5;30-03-2022 11:11:19
decisive;3;5;21-09-2022 21:43:33
declaration;1;5;12-12-2022 21:55:43
dedicated;3;5;19-07-2022 00:04:37
dedication;1;5;29-07-2022 20:50:57
deed;1;5;03-01-2022 01:28:19
deem;2;5;14-04-2022 17:30:42
default;1;5;31-12-2022 03:39:19
defect;1;5;03-06-2022 19:38:46
defensive;3;5;27-05-2022 04:06:19
deficiency;1;5;23-05-2022 08:25:07
deficit;1;5;02-05-2022 10:57:27
defy;2;5;21-07-2022 23:25:27
delegate;1;5;29-01-2022 11:21:05
delegation;1;5;10-11-2022 17:11:19
delicate;3;5;14-04-2022 10:12:23
demon;1;5;05-10-2022 14:58:02
denial;1;5;15-11-2022 02:31:38
denounce;2;5;09-05-2022 03:37:55
dense;3;5;27-10-2022 22:28:04
density;1;5;16-10-2022 20:02:27
dependence;1;5;25-02-2022 23:21:44
depict;2;5;13-06-2022 14:19:02
deploy;2;5;16-05-2022 05:49:49
deployment;1;5;28-07-2022 08:05:16
deposit;2;5;11-09-2022 10:34:32
deprive;2;5;25-01-2022 00:46:33
deputy;1;5;12-10-2022 20:50:32
descend;2;5;06-01-2022 00:16:08
descent;1;5;18-01-2022 15:22:15
designate;2;5;18-03-2022 08:45:05
desirable;3;5;31-03-2022 17:10:39
desktop;1;5;23-07-2022 07:38:36
destructive;3;5;12-07-2022 22:03:28
detain;2;5;29-04-2022 21:13:46
detection;1;5;16-10-2022 05:23:52
detention;1;5;15-02-2022 22:06:26
deteriorate;2;5;27-04-2022 08:38:20
devastate;2;5;05-04-2022 03:17:53
devil;1;5;07-03-2022 01:14:25
devise;2;5;04-10-2022 07:55:53
diagnose;2;5;07-12-2022 01:30:31
diagnosis;1;5;06-01-2022 12:35:14
dictate;2;5;15-06-2022 13:10:42
dictator;1;5;01-11-2022 14:34:39
differentiate;2;5;03-09-2022 22:01:07
dignity;1;5;08-01-2022 11:51:23
dilemma;1;5;21-08-2022 04:46:14
dimension;1;5;11-01-2022 10:06:25
diminish;2;5;19-03-2022 08:25:24
dip;2;5;12-06-2022 22:41:56
diplomat;1;5;21-06-2022 14:39:52
diplomatic;1;5;19-04-2022 08:45:33
directory;1;5;02-12-2022 00:20:27
disastrous;3;5;26-05-2022 07:15:51
discard;2;5;03-06-2022 23:30:50
discharge;2;5;19-04-2022 17:10:10
disclose;2;5;07-10-2022 13:55:17
disclosure;1;5;10-06-2022 00:07:13
discourse;1;5;17-09-2022 06:03:56
discretion;1;5;18-12-2022 22:38:03
discrimination;1;5;14-08-2022 13:23:40
dismissal;1;5;29-03-2022 03:40:05
displace;2;5;17-05-2022 18:34:43
disposal;1;5;09-11-2022 17:44:10
dispose;2;5;22-02-2022 20:04:09
dispute;1;5;31-01-2022 02:17:59
dispute;2;5;15-07-2022 22:19:20
disrupt;2;5;15-03-2022 23:20:33
disruption;1;5;24-08-2022 00:40:19
dissolve;2;5;22-08-2022 05:52:22
distinction;1;5;16-03-2022 09:36:54
distinctive;3;5;24-04-2022 18:20:06
distort;2;5;16-02-2022 07:22:22
distress;1;5;13-08-2022 12:53:24
distress;2;5;29-05-2022 06:33:32
disturbing;3;5;09-10-2022 22:58:24
divert;2;5;10-10-2022 04:18:50
divine;3;5;26-04-2022 04:57:26
doctrine;1;5;12-08-2022 21:39:39
documentation;1;5;13-06-2022 23:23:41
domain;1;5;22-04-2022 17:35:54
dominance;1;5;21-06-2022 05:38:14
donor;1;5;13-11-2022 03:01:23
dose;1;5;11-09-2022 05:44:29
drain;2;5;17-04-2022 13:35:23
drift;2;5;13-07-2022 09:56:59
driving;3;5;17-07-2022 10:34:07
drown;2;5;28-02-2022 09:39:39
dual;3;5;06-01-2022 16:49:51
dub;2;5;04-09-2022 07:08:23
dumb;3;5;13-11-2022 14:48:08
duo;1;5;02-09-2022 04:06:24
dynamic;1;5;23-11-2022 03:08:54
eager;3;5;08-11-2022 03:34:14
earnings;1;5;08-11-2022 22:31:38
ease;1;5;05-03-2022 01:04:42
ease;2;5;15-04-2022 05:30:49
echo;2;5;05-05-2022 18:21:50
echo;1;5;11-10-2022 22:55:28
ecological;3;5;20-11-2022 20:49:10
educator;1;5;18-12-2022 08:26:36
effectiveness;1;5;08-01-2022 22:13:21
efficiency;1;5;08-09-2022 07:56:05
ego;1;5;21-02-2022 16:11:59
elaborate;3;5;13-11-2022 07:38:44
electoral;3;5;02-03-2022 22:52:16
elevate;2;5;16-10-2022 00:03:40
eligible;3;5;22-11-2022 17:47:25
elite;1;5;14-05-2022 20:33:11
embark;2;5;24-05-2022 09:47:10
embarrassment;1;5;17-02-2022 17:05:42
embassy;1;5;10-03-2022 14:57:40
embed;2;5;15-04-2022 22:04:12
embody;2;5;12-12-2022 20:15:05
emergence;1;5;15-07-2022 14:34:27
empirical;3;5;14-04-2022 02:45:19
empower;2;5;04-06-2022 06:32:50
enact;2;5;17-06-2022 12:41:30
encompass;2;5;29-10-2022 22:50:22
encouragement;1;5;11-04-2022 08:29:05
encouraging;3;5;04-01-2022 09:44:00
endeavour;1;5;07-08-2022 10:19:51
endless;3;5;09-09-2022 11:48:52
endorse;2;5;07-07-2022 21:40:21
endorsement;1;5;09-12-2022 20:38:20
endure;2;5;23-08-2022 03:41:32
enforce;2;5;12-01-2022 14:46:02
enforcement;1;5;21-11-2022 05:16:26
engagement;1;5;10-02-2022 20:59:38
engaging;3;5;01-05-2022 23:21:07
enquire;2;5;14-12-2022 19:49:06
enrich;2;5;23-10-2022 00:08:11
enrol;2;5;14-05-2022 07:40:37
ensue;2;5;29-04-2022 03:05:46
enterprise;1;5;17-04-2022 00:51:57
enthusiast;1;5;20-07-2022 09:34:03
entitle;2;5;13-04-2022 05:17:00
entity;1;5;02-06-2022 05:33:38
epidemic;1;5;20-12-2022 23:09:24
equality;1;5;11-05-2022 03:19:01
equation;1;5;01-12-2022 05:10:58
erect;2;5;02-05-2022 21:52:35
escalate;2;5;05-03-2022 09:03:40
essence;1;5;16-09-2022 17:48:38
establishment;1;5;09-01-2022 03:02:48
eternal;3;5;25-02-2022 03:40:15
evacuate;2;5;12-05-2022 06:52:34
evoke;2;5;26-11-2022 21:16:38
evolutionary;3;5;07-01-2022 14:09:12
exaggerate;2;5;07-07-2022 22:49:14
excellence;1;5;07-03-2022 13:22:08
exceptional;3;5;30-01-2022 06:37:33
excess;1;5;01-06-2022 14:34:49
excess;3;5;22-09-2022 15:16:09
exclusion;1;5;11-03-2022 19:20:41
exclusive;3;5;26-05-2022 22:33:05
exclusively;4;5;24-11-2022 05:44:02
execute;2;5;14-07-2022 07:21:30
execution;1;5;16-05-2022 23:17:29
exert;2;5;14-05-2022 04:45:40
exile;1;5;08-01-2022 21:28:37
exit;2;5;18-08-2022 23:31:07
expenditure;1;5;25-04-2022 20:49:00
experimental;3;5;04-03-2022 01:32:40
expire;2;5;18-06-2022 13:06:21
explicit;3;5;02-01-2022 20:17:49
explicitly;4;5;25-12-2022 16:23:46
exploitation;1;5;04-09-2022 14:20:17
explosive;3;5;23-01-2022 08:58:25
explosive;1;5;29-07-2022 17:57:03
extract;2;5;23-06-2022 03:23:08
extremist;1;5;28-01-2022 18:28:56
facilitate;2;5;08-04-2022 19:41:33
faction;1;5;15-10-2022 17:37:19
faculty;1;5;14-05-2022 09:41:02
fade;2;5;06-05-2022 15:51:39
fairness;1;5;22-08-2022 12:41:50
fatal;3;5;27-03-2022 05:32:34
fate;1;5;14-07-2022 18:06:48
favourable;3;5;18-12-2022 13:03:46
feat;1;5;04-02-2022 00:08:44
feminist;3;5;11-10-2022 17:33:13
feminist;1;5;02-08-2022 02:49:27
fibre;1;5;29-05-2022 12:36:13
fierce;3;5;26-12-2022 02:05:09
maker;1;5;09-01-2022 09:44:59
filter;1;5;23-10-2022 13:40:39
filter;2;5;14-05-2022 09:06:24
fine;1;5;14-06-2022 19:49:53
fine;2;5;15-04-2022 06:43:10
firearm;1;5;20-12-2022 18:58:47
fit;1;5;26-10-2022 00:44:33
fixture;1;5;25-12-2022 07:44:45
flaw;1;5;03-10-2022 18:15:52
flawed;3;5;18-09-2022 18:10:06
flee;2;5;27-05-2022 13:38:04
fleet;1;5;30-11-2022 06:17:30
flesh;1;5;02-12-2022 07:56:33
flexibility;1;5;28-11-2022 18:39:52
flourish;2;5;29-05-2022 02:05:23
fluid;1;5;21-10-2022 08:09:27
footage;1;5;19-07-2022 23:29:06
foreigner;1;5;10-09-2022 02:36:05
forge;2;5;21-04-2022 14:17:31
formula;1;5;18-11-2022 21:47:52
formulate;2;5;29-11-2022 06:49:17
forth;4;5;25-01-2022 15:51:38
forthcoming;3;5;06-05-2022 08:09:43
foster;2;5;15-05-2022 06:19:17
fragile;3;5;10-08-2022 06:33:06
franchise;1;5;27-02-2022 18:37:28
frankly;4;5;10-02-2022 15:07:35
frustrated;3;5;12-08-2022 06:33:09
frustrating;3;5;28-03-2022 18:00:53
frustration;1;5;22-07-2022 01:51:03
functional;3;5;02-09-2022 06:07:48
fundraising;1;5;30-06-2022 06:02:54
funeral;1;5;25-06-2022 16:54:17
gallon;1;5;20-01-2022 03:45:13
gambling;1;5;11-04-2022 22:48:02
gathering;1;5;25-04-2022 14:16:25
gaze;1;5;11-06-2022 01:16:29
gaze;2;5;02-11-2022 03:34:22
gear;1;5;15-02-2022 07:34:32
generic;3;5;12-01-2022 12:35:47
genocide;1;5;28-08-2022 17:52:29
glance;1;5;30-03-2022 02:57:49
glance;2;5;11-07-2022 18:19:16
glimpse;1;5;11-05-2022 13:49:13
glorious;3;5;25-12-2022 18:37:12
glory;1;5;07-11-2022 21:24:54
governance;1;5;23-04-2022 00:58:43
grace;1;5;07-06-2022 07:18:54
grasp;2;5;11-09-2022 05:48:54
grasp;1;5;14-06-2022 15:36:38
grave (for dead person);1;5;21-10-2022 11:08:56
grave (serious);3;5;18-04-2022 11:53:07
gravity;1;5;03-08-2022 16:14:35
grid;1;5;17-01-2022 08:47:58
grief;1;5;22-02-2022 23:31:24
grin;2;5;14-07-2022 16:31:59
grin;1;5;25-02-2022 06:04:40
grind;2;5;19-03-2022 20:35:46
grip;1;5;23-12-2022 14:42:30
grip;2;5;11-10-2022 08:09:27
gross;3;5;12-01-2022 01:14:27
guerrilla;1;5;25-06-2022 11:38:06
guidance;1;5;23-03-2022 19:36:32
guilt;1;5;23-09-2022 10:44:43
gut;1;5;15-03-2022 01:23:51
hail;2;5;25-06-2022 06:05:03
halfway;4;5;12-04-2022 15:20:44
halt;2;5;18-07-2022 13:07:39
halt;1;5;10-04-2022 13:40:49
handful;1;5;05-03-2022 12:06:53
handling;1;5;16-11-2022 16:18:00
handy;3;5;07-06-2022 04:20:52
harassment;1;5;23-05-2022 02:15:56
hardware;1;5;20-11-2022 20:11:37
harmony;1;5;19-04-2022 06:31:59
harsh;3;5;20-06-2022 13:38:42
harvest;1;5;16-04-2022 10:33:07
harvest;2;5;28-03-2022 08:35:48
haunt;2;5;30-09-2022 06:55:53
hazard;1;5;11-08-2022 17:53:01
heighten;2;5;09-05-2022 01:10:13
heritage;1;5;21-02-2022 01:39:23
hierarchy;1;5;02-04-2022 19:08:51
profile;3;5;19-06-2022 09:29:59
hint;1;5;09-10-2022 12:37:12
hint;2;5;08-05-2022 21:02:12
homeland;1;5;13-04-2022 07:29:04
hook;1;5;28-12-2022 21:15:24
hopeful;3;5;05-10-2022 20:52:10
horizon;1;5;26-03-2022 12:47:58
horn;1;5;26-04-2022 06:24:07
hostage;1;5;20-09-2022 13:11:33
hostile;3;5;06-07-2022 22:04:01
hostility;1;5;27-05-2022 16:15:51
humanitarian;3;5;13-09-2022 21:00:07
humanity;1;5;17-10-2022 20:44:51
humble;3;5;17-07-2022 04:21:08
hydrogen;1;5;14-05-2022 22:35:58
identification;1;5;30-08-2022 06:09:20
ideological;3;5;04-12-2022 23:06:50
ideology;1;5;13-04-2022 02:39:43
idiot;1;5;12-08-2022 19:19:39
ignorance;1;5;05-02-2022 00:52:31
imagery;1;5;28-11-2022 14:05:18
immense;3;5;27-11-2022 17:44:23
imminent;3;5;19-04-2022 15:44:24
implementation;1;5;13-04-2022 04:31:22
imprison;2;5;03-02-2022 08:54:50
imprisonment;1;5;10-10-2022 16:50:50
inability;1;5;24-03-2022 09:44:19
inadequate;3;5;24-12-2022 20:29:16
inappropriate;3;5;24-07-2022 03:48:12
incidence;1;5;07-12-2022 17:02:34
inclined;3;5;26-10-2022 06:37:28
inclusion;1;5;24-01-2022 11:52:00
incur;2;5;27-07-2022 18:38:59
indicator;1;5;11-01-2022 02:55:47
indictment;1;5;13-10-2022 16:08:27
indigenous;3;5;02-12-2022 17:00:31
induce;2;5;19-07-2022 18:51:45
indulge;2;5;02-06-2022 02:40:17
inequality;1;5;09-01-2022 19:37:44
infamous;3;5;05-04-2022 19:07:45
infant;1;5;14-01-2022 21:05:36
infect;2;5;03-01-2022 18:24:11
inflict;2;5;26-04-2022 13:50:02
influential;3;5;06-05-2022 07:59:50
inherent;3;5;01-08-2022 22:42:29
inhibit;2;5;17-05-2022 22:50:57
initiate;2;5;01-09-2022 22:47:47
inject;2;5;06-07-2022 23:13:57
injection;1;5;27-09-2022 02:40:32
injustice;1;5;18-09-2022 18:36:09
inmate;1;5;18-11-2022 11:35:05
insertion;1;5;04-10-2022 08:44:03
insider;1;5;04-01-2022 11:27:39
inspect;2;5;12-05-2022 08:59:36
inspection;1;5;31-07-2022 05:19:16
inspiration;1;5;06-09-2022 19:05:59
instinct;1;5;06-03-2022 15:11:44
institutional;3;5;15-05-2022 01:27:33
instruct;2;5;13-06-2022 22:54:29
instrumental;3;5;29-07-2022 05:30:39
insufficient;3;5;17-05-2022 20:29:15
insult;1;5;01-02-2022 09:39:38
insult;2;5;25-08-2022 04:30:23
intact;3;5;07-02-2022 13:47:55
intake;1;5;23-02-2022 22:26:14
integral;3;5;27-06-2022 14:04:00
integrated;3;5;26-01-2022 18:02:30
integration;1;5;27-01-2022 14:49:21
integrity;1;5;01-02-2022 02:31:33
intellectual;1;5;21-05-2022 02:26:40
intensify;2;5;30-01-2022 21:35:52
intensity;1;5;05-03-2022 19:00:47
intensive;3;5;19-05-2022 12:58:56
intent;1;5;26-09-2022 03:32:02
